,user_id,event_id,event_name,clicks_count
371492,96a1f646283c292d0e80132cd079d644,13020,Спектакль «Сказка о царе Салтане»,1
371493,96a1f646283c292d0e80132cd079d644,92210,Спектакль «Олигарх»,2
371494,96a1f646283c292d0e80132cd079d644,1249172,Спектакль «Grand pas Петипа»,1
371594,96ab575660f30c204a0159e143e49416,213579,Спектакль «Чудеса пренебрежения»,1
371595,96ab575660f30c204a0159e143e49416,1320872,Спектакль «Хапун»,1
371598,96ab98114395e69d0d2e06b4a016fef4,10600,Спектакль «Щелкунчик»,12
371599,96ab98114395e69d0d2e06b4a016fef4,1231605,Концерт «И. С. Бах. Проповедь и исповедь»,1
371600,96ab98114395e69d0d2e06b4a016fef4,1244781,Спектакль «Полет над гнездом кукушки»,10
371602,96ab98114395e69d0d2e06b4a016fef4,1294633,Спектакль «Последняя любовь Монро»,1
371603,96ab98114395e69d0d2e06b4a016fef4,1326971,Выставка «Самарские мистерии Валентина Пурыгина»,1
371853,96c4f4fdb77a3782f30d1faeeb5f7caa,10338,Спектакль «Ромео и Джульетта»,1
371854,96c4f4fdb77a3782f30d1faeeb5f7caa,161930,Спектакль «Баядерка»,1
371962,96cfdab33a659171bf8b4490c726e892,227071,Спектакль «Кармен»,4
371983,96d23470e049cca0be3ea0bcd1ff69d2,1244781,Спектакль «Полет над гнездом кукушки»,1
371984,96d23470e049cca0be3ea0bcd1ff69d2,1244954,Спектакль «Вот так и живем»,1
371985,96d23470e049cca0be3ea0bcd1ff69d2,1244986,Спектакль «Не покидай меня»,1
371986,96d23470e049cca0be3ea0bcd1ff69d2,1320823,Спектакль «Завтра была война»,1
372011,96d445ebcb9d25231de4cb0ed0d4da79,10346,Опера «Пиковая дама»,1
372012,96d445ebcb9d25231de4cb0ed0d4da79,22766,Оперетта «Летучая мышь»,2
372013,96d445ebcb9d25231de4cb0ed0d4da79,24729,Балет «Лебединое озеро»,1
372699,9716439f8e877eacbe59c6767a1b641c,543116,Спектакль «Горе от ума»,1
373174,974cd56f408336a7ca1e5c27cee7a1ba,10338,Спектакль «Ромео и Джульетта»,3
373251,9755cf082b4337a10f042c76f67945bf,1321047,Спектакль «Романтики»,1
373252,9755cf082b4337a10f042c76f67945bf,1388706,Выставка «От барокко до панк-рока»,1
373253,9755cf082b4337a10f042c76f67945bf,1418166,Концерт «Все лучшее за 20 лет»,1
373254,9755cf082b4337a10f042c76f67945bf,1437330,Концерт Алексея Набиулина,4
373255,9755cf082b4337a10f042c76f67945bf,1438880,Выставка «Повтор. Территория Recycling»,2
373364,976294f6ab1ad3f63887c57270bff358,57846,Спектакль «Странная миссис Сэвидж»,14
373365,976294f6ab1ad3f63887c57270bff358,1244781,Спектакль «Полет над гнездом кукушки»,7
373366,976294f6ab1ad3f63887c57270bff358,1244986,Спектакль «Не покидай меня»,1
373367,976294f6ab1ad3f63887c57270bff358,1320823,Спектакль «Завтра была война»,1
373426,9769bb26b24d81cc7798b8b38dc7ce3a,1240463,Спектакль «Ромео и Джульетта»,1
373427,9769bb26b24d81cc7798b8b38dc7ce3a,1244781,Спектакль «Полет над гнездом кукушки»,1
373428,9769bb26b24d81cc7798b8b38dc7ce3a,1256321,Концерт «Великий Чайковский»,1
373429,9769bb26b24d81cc7798b8b38dc7ce3a,1262060,Балет «Три маски короля»,1
373472,976c1010125e8257f96f24982f714305,10338,Спектакль «Ромео и Джульетта»,2
373473,976c1010125e8257f96f24982f714305,227071,Спектакль «Кармен»,3
373474,976c1010125e8257f96f24982f714305,1244908,Спектакль «Корсиканка»,1
373676,97806f484a531a904e4b010e95f7f5a4,1244781,Спектакль «Полет над гнездом кукушки»,1
373832,97903e69260c9d2417cf6ef717d9394c,1262060,Балет «Три маски короля»,1
373993,979d320c9bc699bb13288d8fd4b8c12f,57846,Спектакль «Странная миссис Сэвидж»,1
374025,97a0ddd224ca21cf38d73aad5c3b93b8,13020,Спектакль «Сказка о царе Салтане»,1
374026,97a0ddd224ca21cf38d73aad5c3b93b8,22766,Оперетта «Летучая мышь»,1
374027,97a0ddd224ca21cf38d73aad5c3b93b8,57846,Спектакль «Странная миссис Сэвидж»,1
374028,97a0ddd224ca21cf38d73aad5c3b93b8,161930,Спектакль «Баядерка»,2
374029,97a0ddd224ca21cf38d73aad5c3b93b8,798692,Экскурсия «Призрак оперы приглашает»,1
374030,97a0ddd224ca21cf38d73aad5c3b93b8,1233491,Спектакль «Кроткая»,1
374031,97a0ddd224ca21cf38d73aad5c3b93b8,1244781,Спектакль «Полет над гнездом кукушки»,2
374032,97a0ddd224ca21cf38d73aad5c3b93b8,1262085,Спектакль «Травиата»,1
374033,97a0ddd224ca21cf38d73aad5c3b93b8,1366165,Концерт «Ирландское шоу»,1
374034,97a0ddd224ca21cf38d73aad5c3b93b8,1469836,Концерт «Серьёзное и смешное»,1
374035,97a0ddd224ca21cf38d73aad5c3b93b8,1469962,Концерт дирижера Михаила Кирхгоффа и скрипача Гайка Казазяна,1
374036,97a0ddd224ca21cf38d73aad5c3b93b8,1469968,Концерт «Знаменитые вариации»,1
374151,97aeb63d91debacbf2ba9e692528c4a8,10600,Спектакль «Щелкунчик»,1
374152,97aeb63d91debacbf2ba9e692528c4a8,1231605,Концерт «И. С. Бах. Проповедь и исповедь»,1
374250,97b6c6e59ac1f6a95ab0d1c00dc4b779,57846,Спектакль «Странная миссис Сэвидж»,1
374262,97b821f611798fe08f7ce4e251811b36,484835,Балет «Бахчисарайский фонтан»,3
374263,97b821f611798fe08f7ce4e251811b36,1350091,Спектакль «История Кая и Герды»,5
374573,97d9b52467ef871e4447c89a27c6f581,798692,Экскурсия «Призрак оперы приглашает»,1
374574,97d9b52467ef871e4447c89a27c6f581,1367921,Выставка «Искусство Западной Европы»,1
374801,97f3963a3693d121f8cecdbcd04ed369,484835,Балет «Бахчисарайский фонтан»,1
374802,97f3963a3693d121f8cecdbcd04ed369,1249172,Спектакль «Grand pas Петипа»,1
375009,98019c430856e57a412f27cb68195371,10600,Спектакль «Щелкунчик»,1
375010,98019c430856e57a412f27cb68195371,24729,Балет «Лебединое озеро»,1
