,user_id,event_id,event_name,clicks_count
15950,06c4d355ca8cda24855fcaefcddbcdcb,462843,Спектакль «Пиковая дама»,2
15951,06c4d355ca8cda24855fcaefcddbcdcb,1242584,Спектакль «Вий»,1
15952,06c4d355ca8cda24855fcaefcddbcdcb,1242729,Спектакль «Нос»,1
15953,06c4d355ca8cda24855fcaefcddbcdcb,1242783,Спектакль «Демон»,2
15954,06c4d355ca8cda24855fcaefcddbcdcb,1396304,Квест-игра «Культурный код»,1
15955,06c4d355ca8cda24855fcaefcddbcdcb,1445157,"Спектакль «Мама, я из будущего!»",1
15975,06c647fd2897a9a63adea1bcd54cdc2f,1241869,Программа «Праздник нечисти «Баба-яга 2.1»,1
16228,06ddff5bc8d1b19423aafb50af4cf405,1242538,Спектакль «Полет над гнездом кукушки»,1
16309,06e6d6ef32399cf5c84cbbfcbb0c561d,1432951,Программа «Под шубой»,2
16461,06f804b04d0fc84870cfe02335cf5641,1241869,Программа «Праздник нечисти «Баба-яга 2.1»,1
16655,070b7f3303d3fc0169f19e726ce47d6f,1241869,Программа «Праздник нечисти «Баба-яга 2.1»,2
16923,07269b0c822ff493c6c774b6947c492b,1017416,Спектакль «Город Эн»,1
16924,07269b0c822ff493c6c774b6947c492b,1242788,Спектакль «Шинель»,1
16925,07269b0c822ff493c6c774b6947c492b,1242898,Спектакль «Крыжовник»,1
16926,07269b0c822ff493c6c774b6947c492b,1250479,Спектакль «Выстрел»,2
16927,07269b0c822ff493c6c774b6947c492b,1455335,Моноспектакль «Метель»,3
16994,072e5b6d7d86c7af27f29532400f3684,594579,Спектакль «Лолита»,1
16995,072e5b6d7d86c7af27f29532400f3684,1242584,Спектакль «Вий»,1
